Index,Date_2019,Hour,Throughput_2019,Week Number,Weekday
503,11/18/19,10:00:00,85,47,Monday
504,11/18/19,11:00:00,219,47,Monday
505,11/18/19,12:00:00,223,47,Monday
506,11/19/19,9:00:00,92,47,Tuesday
507,11/19/19,10:00:00,157,47,Tuesday
508,11/19/19,11:00:00,138,47,Tuesday
509,11/19/19,12:00:00,98,47,Tuesday
510,11/20/19,9:00:00,129,47,Wednesday
511,11/20/19,10:00:00,100,47,Wednesday
512,11/20/19,11:00:00,171,47,Wednesday
513,11/20/19,12:00:00,113,47,Wednesday
514,11/21/19,9:00:00,76,47,Thursday
515,11/21/19,10:00:00,131,47,Thursday
516,11/21/19,11:00:00,207,47,Thursday
517,11/21/19,12:00:00,137,47,Thursday
518,11/22/19,9:00:00,0,47,Friday
519,11/23/19,9:00:00,0,47,Saturday
520,11/24/19,9:00:00,106,47,Sunday
521,11/24/19,10:00:00,102,47,Sunday
522,11/24/19,11:00:00,157,47,Sunday
523,11/24/19,12:00:00,211,47,Sunday
524,11/25/19,9:00:00,66,48,Monday
525,11/25/19,10:00:00,112,48,Monday
526,11/25/19,11:00:00,151,48,Monday
527,11/25/19,12:00:00,141,48,Monday
528,11/26/19,9:00:00,114,48,Tuesday
529,11/26/19,10:00:00,113,48,Tuesday
530,11/26/19,11:00:00,197,48,Tuesday
531,11/26/19,12:00:00,124,48,Tuesday
532,11/27/19,9:00:00,57,48,Wednesday
533,11/27/19,10:00:00,19,48,Wednesday
534,11/27/19,11:00:00,30,48,Wednesday
535,11/27/19,12:00:00,30,48,Wednesday
536,11/28/19,9:00:00,124,48,Thursday
537,11/28/19,10:00:00,141,48,Thursday
538,11/28/19,11:00:00,122,48,Thursday
539,11/28/19,12:00:00,20,48,Thursday
540,11/29/19,9:00:00,0,48,Friday
541,11/30/19,9:00:00,0,48,Saturday
542,12/1/19,9:00:00,208,48,Sunday
543,12/1/19,10:00:00,84,48,Sunday
544,12/1/19,11:00:00,320,48,Sunday
545,12/1/19,12:00:00,302,48,Sunday
546,12/2/19,9:00:00,155,49,Monday
547,12/2/19,10:00:00,197,49,Monday
548,12/2/19,11:00:00,227,49,Monday
549,12/2/19,12:00:00,292,49,Monday
550,12/3/19,9:00:00,83,49,Tuesday
551,12/3/19,10:00:00,91,49,Tuesday
552,12/3/19,11:00:00,108,49,Tuesday
553,12/3/19,12:00:00,72,49,Tuesday
554,12/4/19,10:00:00,0,49,Wednesday
555,12/5/19,9:00:00,34,49,Thursday
556,12/5/19,10:00:00,82,49,Thursday
557,12/5/19,11:00:00,124,49,Thursday
558,12/5/19,12:00:00,44,49,Thursday
559,12/6/19,10:00:00,0,49,Friday
560,12/7/19,9:00:00,0,49,Saturday
561,12/8/19,9:00:00,89,49,Sunday
562,12/8/19,10:00:00,123,49,Sunday
563,12/8/19,11:00:00,121,49,Sunday
564,12/8/19,12:00:00,121,49,Sunday
565,12/9/19,9:00:00,92,50,Monday
566,12/9/19,10:00:00,156,50,Monday
567,12/9/19,11:00:00,141,50,Monday
568,12/9/19,12:00:00,158,50,Monday
569,12/10/19,9:00:00,77,50,Tuesday
570,12/10/19,10:00:00,59,50,Tuesday
571,12/10/19,11:00:00,107,50,Tuesday
572,12/10/19,12:00:00,67,50,Tuesday
573,12/11/19,9:00:00,73,50,Wednesday
574,12/11/19,10:00:00,132,50,Wednesday
575,12/11/19,11:00:00,137,50,Wednesday
576,12/11/19,12:00:00,57,50,Wednesday
577,12/12/19,11:00:00,390,50,Thursday
578,12/12/19,13:00:00,300,50,Thursday
579,12/13/19,10:00:00,0,50,Friday
580,12/14/19,9:00:00,0,50,Saturday
581,12/15/19,9:00:00,139,50,Sunday
582,12/15/19,10:00:00,181,50,Sunday
583,12/15/19,11:00:00,280,50,Sunday
584,12/15/19,12:00:00,288,50,Sunday
585,12/16/19,9:00:00,251,51,Monday
586,12/16/19,10:00:00,200,51,Monday
587,12/16/19,11:00:00,260,51,Monday
588,12/16/19,12:00:00,258,51,Monday
589,12/16/19,13:00:00,218,51,Monday
590,12/17/19,9:00:00,96,51,Tuesday
591,12/17/19,10:00:00,105,51,Tuesday
592,12/17/19,11:00:00,211,51,Tuesday
593,12/17/19,12:00:00,133,51,Tuesday
594,12/18/19,9:00:00,28,51,Wednesday
595,12/18/19,10:00:00,35,51,Wednesday
596,12/18/19,11:00:00,93,51,Wednesday
